年 year
服飾 apparel
服飾 wardrobe
服飾 attire
湖人 lakers
恐懼 fear
數千 thousands
徽章 badge
徽章 badges
暴動 riots
暴動 riot
排版 layout
浸 dip
滿洲 manchuria
及時 timely
瀏覽 browse
瀏覽 viewing
瀏覽 browsing
瀏覽 view
姊姊 sis
姊姊 sister
核武器 nukes
山崎 yamazaki
哈薩克 kazakhstan
貸款 loan
貸款 loans
關卡 checkpoint
關卡 levels
關卡 level
黑山 montenegro
常規 routine
創業 startup
創業 entrepreneurship
開心 happy
畢業生 graduates
畢業生 graduate
高潮 orgasm
高潮 climax
宇文 yuwen
骨骼 bones
骨骼 skeletal
骨骼 skeleton
骨骼 bone
孔雀 peacock
特工 agent
跟著 follow
汞 mercury
汞 hg
預設 default
預設 defaults
雷霆 thunder
趨勢 trend
後代 descendant
後代 offspring
後代 descendants
變動 changes
時光 time
湘潭 xiangtan
決策 policymaking
保衛 defend
爛 rotten
北極 arctic
變換 transformations
變換 transform
變換 transformation
年紀 age
花費 spending
花費 spent
花費 spend
花費 spends
岐阜 gifu
戈爾 gore
瓦特 watt
瓦特 watts
聊天 chats
聊天 chat
橋本 hashimoto
漂亮 beautiful
漂亮 pretty
歡 huan
災難 disaster
災難 catastrophe
災難 disasters
三角洲 delta
媒介 media
媒介 medium
民事 civil
叔叔 uncle
棉花 cotton
外星人 alien
外星人 aliens
宮城 miyagi
邪惡 evil
邪惡 wicked
趾 toe
業界 industry
少校 major
困擾 troubled
困擾 haunt
預言 prophecies
預言 prophecy
譴責 condemnation
譴責 reprimand
譴責 condemn
石化 petrified
石化 petrochemical
溫帶 temperate
肺 lung
肺 lungs
製片 producer
廣播電台 radio
鄉鎮 townships
合適 suitable
故鄉 homeland
故鄉 hometown
極端 extremes
極端 extreme
活力 dynamism
活力 vitality
假名 pseudonym
假名 kana
客觀 objectivity
心理學 psychology
大氣層 atmosphere
斑點 spotted
斑點 spot
斑點 blob
斑點 spots
恨 hate
決鬥 duel
支出 expenditures
支出 expenditure
支出 expenses
降水量 precipitation
提取 extraction
提取 extract
提取 extracting
善意 goodwill
革新 innovations
革新 innovate
革新 innovation
支撐 strut
傍晚 evening
柔道 judo
格局 pattern
格局 patterns
字幕 subtitle
字幕 subtitles
陵墓 mausoleum
社會學 sociological
社會學 sociology
幽靈 ghost
射線 rays
血統 lineage
血統 bloodline
血統 pedigree
血統 descent
否決 veto
瑪麗亞 maria
喬治亞 georgia
手工 handmade
破裂 rupture
困境 predicament
困境 dilemma
渦輪 turbo
眼鏡 glasses
版面 layout
濃度 concentrations
濃度 concentration
漏 leak
中性 neutrality
中性 neutral
天生 born
陪同 escort
家屬 family
圖形 graph
圖形 graphic
圖形 graphics
前端 frontend
老鼠 rat
流派 genre
流派 genres
海濱 waterfront
語言學 linguistics
微笑 smile
微笑 smiling
石頭 stone
石頭 rock
審議 consideration
審議 deliberation
魔力 magic
有機 organic
泰坦 titan
金字塔 pyramid
金字塔 pyramids
橙色 orange
皇太子 dauphin
飲料 beverage
飲料 drinks
名次 ranking
幾何 geometry
幾何 geometric
曲線 curve
曲線 curves
延遲 delay
延遲 delays
延遲 delayed
條紋 stripes
條紋 stripe
揭幕 unveiling
署名 attribution
署名 signed
海灘 beach
海灘 beaches
研討會 seminars
研討會 workshop
研討會 seminar
馬匹 horses
馬匹 horse
打點 rbi
露西 lucy
引爆 detonate
引爆 detonation
鼬 weasel
硬體 hardware
說服 convincing
說服 convince
說服 persuade
月光 moonlight
官邸 residences
厚度 thickness
娃娃 dolls
娃娃 doll
專注 focus
住戶 household
住戶 households
住戶 tenants
實習 internship
實習 intern
實習 internships
毗鄰 adjoining
毗鄰 adjacent
同情 compassion
同情 sympathy
秋天 autumn
秋天 fall
耶和華 jehovah
教科書 textbooks
教科書 schoolbooks
教科書 textbook
懷孕 pregnancy
懷孕 pregnant
逃離 escape
細菌 bacteria
細菌 germs
發掘 excavation
爬行 crawl
爬行 creeping
爬行 crawling
立體 stereo
傾斜 tilt
傾斜 tilted
傾斜 slant
八個 eight
最愛 favorite
猶太 jewish
猶太 jews
蓮花 lotus
顧客 customer
顧客 customers
冕 coronal
冕 corona
人質 hostage
人質 hostages
拍賣 auction
拍賣 auctioning
拍賣 auctions
比重 proportion
駕駛員 driver
駕駛員 pilot
聚合 aggregation
稀有 rare
普爾 poole
炸 blow
炸 fried
上次 last
公牛 bulls
公牛 bull
診斷 diagnoses
診斷 diagnostics
診斷 diagnosis
診斷 diagnostic
信件 letters
信件 messages
信件 letter
信件 mail
信件 message
近日 recently
主機 host
主機 mainframe
主機 hosts
主機 hosting
蛋白質 protein
蛋白質 proteins
世俗 mundane
世俗 secular
世俗 worldly
罷工 strike
罷工 strikes
屋頂 roof
陰謀 plot
陰謀 conspiracy
偏向 biased
偏向 bias
新星 nova
烏拉圭 uruguay
番茄 tomato
番茄 tomatoes
夏日 summer
夏日 summertime
章程 statute
白天 day
間諜 spy
間諜 spies
糧食 food
糧食 grain
微生物 microorganisms
微生物 microbial
付費 pay
付費 paid
強迫 forced
強迫 compulsion
強迫 coercion
文法 grammar
俘虜 prisoner
俘虜 captive
歲月 years
殭屍 zombie
護士 nurse
立體聲 stereo
海關 customs
假定 assumed
假定 assumptions
假定 assumption
假定 presumed
波羅 baltic
裙 dress
裙 skirt
菩薩 bodhisattva
菩薩 buddha
競技場 arena
珊瑚礁 reefs
珊瑚礁 reef
立方 cube
立方 cubic
無線電 radio
爬 climb
爬 crawl
捐贈 donation
捐贈 donate
捐贈 donations
搬遷 evictions
搬遷 relocation
伴奏 accompaniment
連勝 streak
平時 usual
核准 approvals
核准 approval
核准 approve
核准 approved
中野 nakano
脂肪 fat
尊敬 respect
十字架 cross
十字架 crucifix
感動 moved
感動 touching
感動 moving
感動 touched
住所 residence
住所 domicile
單人 single
運河 canal
運河 canals
星期四 thursday
大門 gate
空白 gaps
空白 empty
空白 blank
紀念碑 memorial
紀念碑 monuments
紀念碑 monument
人道 humane
人道 humanity
驗證 verify
驗證 authentication
驗證 verification
驗證 validate
驗證 validation
相鄰 adjoining
相鄰 adjacent
山姆 sam
苗栗 miaoli
監禁 imprisonment
監禁 incarceration
票價 fare
票價 fares
亞當 adam
偵察 recon
偵察 reconnaissance
銷售量 sales
侮辱 insults
侮辱 insulting
侮辱 insult
境外 offshore
管家 butler
管家 housekeeper
平凡 mundane
平凡 ordinary
水塘 reservoirs
水塘 reservoir
見證 witnessing
見證 witness
履行 fulfill
工事 fortifications
洲際 intercontinental
音響 stereo
馬拉松 marathon
聚合物 polymer
聚合物 polymers
專欄 column
未成年 underage
未成年 minor
清洗 purge
清洗 cleaning
清洗 cleansing
誤會 misunderstanding
太空船 spacecraft
太空船 spaceship
必需 necessary
控告 indictment
天主教徒 catholic
天主教徒 catholics
決心 resolve
決心 determination
個案 case
安東 anton
官僚 bureaucracy
官僚 bureaucrat
加冕 coronation
太古 swire
暑假 summer
炒 fried
鞏固 consolidate
鞏固 consolidating
鞏固 consolidation
鞏固 solidify
燃油 fuel
仲裁 arbitration
降水 precipitation
胃 gastric
胃 stomach
宜昌 yichang
遇見 met
姑娘 girl
北歐 nordic
北歐 scandinavian
雨量 rainfall
模組 module
洞穴 cave
洞穴 caves
洞穴 caverns
千歲 chitose
游泳池 pool
次郎 jiro
大片 blockbuster
貝拉 bella
權威 authoritative
權威 authority
樣本 sample
樣本 specimen
樣本 samples
住房 housing
接納 admission
旗艦 flagship
惡意 malicious
惡意 malice
發放 issuance
渠道 channels
敵軍 enemy
旅館 hotel
旅館 hotels
動物園 zoos
動物園 zoo
精品 boutique
本質 essence
本質 intrinsic
扭曲 twist
扭曲 skew
扭曲 twisted
扭曲 distortion
也許 maybe
村莊 villages
村莊 village
約定 pact
週六 saturday
週六 sat
預告 teaser
預告 trailer
江北 jiangbei
節日 festival
節日 festivals
節日 holiday
節日 holidays
固有 inherent
固有 intrinsic
地層 strata
地層 stratum
重疊 overlaps
重疊 duplication
重疊 overlapping
重疊 overlap
停泊 berthing
健身 workout
健身 fitness
共產主義 communist
共產主義 communism
候補 alternate
守門員 goalkeeper
守門員 goalie
瓷 porcelain
心跳 heartbeat
愛好者 enthusiast
愛好者 enthusiasts
傳承 legacy
史前 prehistoric
禮物 gifts
禮物 gift
侵入 trespass
侵入 incursions
里程碑 milestones
里程碑 milestone
野外 wilderness
虐待 abusive
虐待 abuse
虐待 maltreatment
可行 feasible
可行 workable
逆轉 reversed
逆轉 reversal
逆轉 reverses
平反 vindication
工藝 craftsmanship
工藝 craft
工藝 crafts
解體 disintegration
描繪 depiction
描繪 portrayal
聊 chat
聊 talk
門檻 threshold
門檻 thresholds
商用 commercial
先驅 herald
先驅 pioneer
先驅 pioneers
先知 oracle
先知 prophet
挑 pick
撤離 evacuate
撤離 evacuation
產物 product
估算 estimation
凸 convex
法學 jurisprudence
美容 beauty
克服 overcoming
克服 overcome
年表 chronology
漏洞 loophole
漏洞 loopholes
配件 fittings
配件 accessories
配件 accessory
邁阿密 miami
寒冷 cold
數學家 mathematician
數學家 mathematicians
晚會 gala
手冊 handbook
手冊 manuals
手冊 manual
隨時 anytime
整數 integer
致死 lethal
調節 conditioning
瑞安 ryan
馬尼拉 manila
妖精 goblins
妖精 goblin
預防 preventive
預防 prevention
修士 friar
表決 vote
表決 voting
阿爾巴尼亞 albania
濫用 misuse
濫用 abused
濫用 abusive
濫用 abuse
濫用 abuses
好萊塢 hollywood
小吃 snack
小吃 snacks
海王星 neptune
犁 plow
犁 plough
黃昏 twilight
黃昏 dusk
演變 evolution
航程 voyage
航程 voyages
辣 spicy
適當 appropriate
夾 clip
某人 someone
階層 strata
貨車 truck
貨車 van
熱情 enthusiasm
熱情 passion
境界 realm
天天 everyday
手動 manual
噪音 noise
噪音 noises
未定 unsettled
星期三 wednesday
評論家 critics
評論家 critic
尿 pee
尿 urine
尿 piss
電源 power
大洋 taiyo
大洋 ocean
演說 speech
侯爵 marquess
侯爵 marquis
德克薩斯州 texas
學員 cadets
學員 cadet
學員 trainees
矮星 dwarf
可行性 viability
構想 concept
主修 major
支柱 pillars
支柱 pillar
支柱 backbone
帳戶 account
公國 principality
公國 duchy
東洋 toyo
曲棍球 hockey
靈感 inspired
靈感 inspiration
詮釋 interpret
哲學家 philosophers
哲學家 philosopher
計算機 computer
計算機 computers
財政部 treasury
召集人 convener
召集人 convenor
買賣 trading
買賣 sale
改正 correction
改正 rectification
制裁 sanction
制裁 sanctions
可怕 scary
刺客 assassin
刺客 assassins
手稿 manuscripts
手稿 manuscript
中川 nakagawa
櫻井 sakurai
外面 outside
替換 replacement
替換 replace
純粹 purely
純粹 pure
創始人 founders
創始人 founder
精密 sophisticated
精密 sophistication
精密 precision
輕鬆 easy
友情 friendships
友情 friendship
沙特 saudi
引述 quoted
引述 quote
引述 quoting
引述 quotes
萬里 miles
反正 anyway
繼承人 heir
繼承人 heirs
斤 catty
導航 navigate
導航 navigator
導航 navigation
導航 navigating
退化 degeneration
退化 degraded
退化 degenerative
退化 degenerate
退化 degradation
季度 quarterly
季度 quarter
周日 sunday
向下 down
領銜 headlining
佛羅里達州 florida
尼泊爾 nepal
國會議員 congressman
國會議員 congressmen
雙重 double
雙重 dual
吞 swallow
捕捉 capture
捕捉 capturing
捕捉 captures
冶金 metallurgy
冶金 metallurgical
代數 algebraic
代數 algebra
重申 reaffirmation
重申 reiterate
重申 reaffirming
重申 reiterating
降雨 rainfall
偶爾 occasionally
選項 options
選項 option
貴州 guizhou
部族 clan
部族 tribe
部族 clans
部族 tribes
折扣 discount
折扣 discounted
折扣 discounts
氣氛 atmosphere
反派 villain
反派 villains
召回 recall
頻繁 frequently
頻繁 frequent
保密 confidentiality
保密 confidential
保密 secrecy
姿態 gesture
姿態 posture
渡輪 ferry
渡輪 ferries
財富 riches
財富 fortune
財富 wealth
轉化 transformation
分泌 secretion
浪費 wasted
浪費 waste
蕉 banana
蕉 cheras
性感 sexy
廢物 waste
廢物 wastes
存取 access
存取 accessed
存取 accessing
初級 junior
初級 primary
香蕉 banana
香蕉 bananas
迷宮 labyrinth
迷宮 maze
大乘 mahayana
度量 metric
度量 measure
度量 measurement
州長 governor
省略 omitting
省略 omitted
省略 omit
省略 omission
驚人 amazing
振興 rejuvenation
振興 revitalisation
振興 revitalizing
振興 revival
振興 revitalization
伽利略 galileo
氦 helium
金沙 sands
利比亞 libya
畜牧 livestock
教士 cleric
鯨魚 whales
鯨魚 whale
告白 confession
告白 confessions
貪污 embezzlement
處分 disposition
難度 difficulty
不列顛 britain
不列顛 britannia
士林 shilin
攔截 intercept
攔截 interception
海事 marine
海事 maritime
減輕 mitigating
減輕 lighten
減輕 mitigation
減輕 alleviation
視野 visualize
視野 vision
結尾 end
結尾 ending
胸部 chest
胸部 breast
二郎 jiro
破產 bankrupt
破產 insolvency
破產 bankruptcy
精神病 psychosis
左側 left
業主 owner
業主 owners
業主 landlord
喜好 preferences
喜好 preference
小泉 koizumi
纖維 fibre
纖維 fiber
纖維 fabric
纖維 fibers
海港 harbor
海港 seaports
海港 harbour
海港 seaport
渴望 longing
渴望 eager
渴望 craving
渴望 yearning
矩陣 matrices
矩陣 matrix
攝影師 photographer
攝影師 cameraman
攝影師 photographers
挑選 selection
挑選 pick
會談 talks
聖誕節 christmas
聖誕節 xmas
塔吉克 tajikistan
學歷 education
座標 coordinates
急性 acute
扭 twist
超音速 supersonic
特技 stunt
特技 acrobatics
特技 stunts
睡眠 sleep
效忠 allegiance
建構 constructions
建構 construct
採購 procurement
採購 purchasing
忘記 forget
懲罰 penalty
懲罰 penalties
懲罰 punishment
離職 separations
離職 separation
對比 comparison
對比 comparisons
對比 contrast
圍繞 around
光線 light
信用 credit
信用 credits
重生 reborn
重生 rebirth
裁撤 abolition
裁撤 abolishment
詞典 dictionaries
詞典 dictionary
申請者 applicant
申請者 applicants
缺點 weakness
缺點 shortcomings
缺點 disadvantages
缺點 flaws
缺點 disadvantage
禮儀 etiquette
禮儀 manners
禮儀 ceremonial
內建 built
土司 toast
農村 countryside
農村 rural
報復 revenge
頂點 apex
頂點 vertex
頂點 capstone
多功能 multifunctional
多功能 multifunction
多功能 multipurpose
途徑 pathways
途徑 pathway
覺醒 awakening
覺醒 awaken
例行 routine
已婚 married
微分 differentiation
微分 differential
油田 oilfield
油田 oilfields
傳教 missionary
塑造 moulding
塑造 shaping
交替 alternating
手臂 arm
雙手 hands
魔神 magic
